PROGRESS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_FTG,HUM_2_FW,HUM_2_FTG,HUM_1_POS,HUM_2_POS,ROB_1_VEL,ROB_1_CHG,PRSCS_LOWER_BOUND,PRSCS_UPPER_BOUND,FTG_HUM_1,FTG_HUM_2
0,6.46,3.1,0.7,0.31,189,65.0,70.0,free,e/s,distr,y/u,"1010.91, 179.21","707.50, 747.35",83.0,11.39921059939686,0.0,0.0981446,0.1124+-0.0836,0.6246+-0.0105
2,6.46,3.1,0.7,0.31,94,65.0,70.0,free,e/s,distr,y/u,"367.35, 171.60","1637.01, 178.96",83.0,11.37072887639624,0.0,0.0981446,0.4227+-0.0003,0.2899+-0.0087
0,6.46,3.1,0.7,0.31,284,65.0,70.0,free,e/s,distr,y/u,"3766.18, 776.64","707.50, 747.35",83.0,11.42799875462634,0.179362,0.279345,0.2864+-0.0018,0.6806+-0.0341
0,6.46,3.1,0.7,0.31,189,65.0,70.0,free,e/s,distr,y/u,"1050.07, 179.29","707.50, 747.35",83.0,11.39920759231575,0.0,0.0981446,0.0845+-0.0845,0.6599+-0.1167
3,6.46,3.1,0.7,0.31,94,65.0,70.0,free,e/s,distr,y/u,"405.68, 174.33","2896.86, 198.41",83.0,11.37072267310268,0.897759,0.996418,0.1479+-0.0000,0.2986+-0.0001
0,6.46,3.1,0.7,0.31,284,65.0,70.0,free,e/s,distr,y/u,"3766.18, 776.64","707.50, 747.35",83.0,11.42799875462634,0.226802,0.326753,0.2775+-0.0036,0.7099+-0.0274
0,6.46,3.1,0.7,0.31,189,65.0,70.0,free,e/s,distr,y/u,"986.05, 181.38","707.50, 747.35",83.0,11.39921962072561,0.0,0.0981446,0.1746+-0.0008,0.5771+-0.0663
2,6.46,3.1,0.7,0.31,94,65.0,70.0,free,e/s,distr,y/u,"401.35, 199.96","1831.94, 174.66",83.0,11.37073939563195,0.0,0.0981446,0.4824+-0.0045,0.6544+-0.0026
0,6.936613632900017,2.4587289556858174,0.6410727249053614,0.20138265965496766,629,45.974075565567354,83.79477871934523,free,e/s,foc,y/s,"2775.41, 236.20","2190.72, 647.18",76.9530352188436,11.230399959554985,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.94,2.46,0.64,0.2,628,45.0,83.0,free,e/s,foc,y/s,"2775.41, 236.20","2190.72, 647.18",76.0,11.23035415503961,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.94,2.46,0.64,0.2,419,45.0,83.0,free,e/s,foc,y/s,"2775.41, 236.20","2190.72, 647.18",76.0,11.16707625182278,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.94,2.46,0.64,0.2,210,45.0,83.0,free,e/s,foc,y/s,"2775.41, 236.20","2190.72, 647.18",76.0,11.10645672630622,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.94,2.46,0.64,0.2,1,45.0,83.0,free,e/s,foc,y/s,"2775.41, 236.20","2190.72, 647.18",76.0,11.13018774237067,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.94,2.46,0.64,0.2,628,45.0,83.0,free,e/s,foc,y/s,"2775.41, 236.20","2190.72, 647.18",76.0,11.23035415503961,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.94,2.46,0.64,0.2,419,45.0,83.0,free,e/s,foc,y/s,"2775.41, 236.20","2190.72, 647.18",76.0,11.16707192741375,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.94,2.46,0.64,0.2,210,45.0,83.0,free,e/s,foc,y/s,"2775.41, 236.20","2190.72, 647.18",76.0,11.10645457066629,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.94,2.46,0.64,0.2,1,45.0,83.0,free,e/s,foc,y/s,"2775.41, 236.20","2190.72, 647.18",76.0,11.1301634365122,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.94,2.46,0.64,0.2,628,45.0,83.0,free,e/s,foc,y/s,"2775.41, 236.20","2190.72, 647.18",76.0,11.23035415503961,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.94,2.46,0.64,0.2,419,45.0,83.0,free,e/s,foc,y/s,"2775.41, 236.20","2190.72, 647.18",76.0,11.16707317912092,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.94,2.46,0.64,0.2,210,45.0,83.0,free,e/s,foc,y/s,"2775.41, 236.20","2190.72, 647.18",76.0,11.10644820538711,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.94,2.46,0.64,0.2,1,45.0,83.0,free,e/s,foc,y/s,"2775.41, 236.20","2190.72, 647.18",76.0,11.13009093030967,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,5.477350437857169,4.390254949994795,0.6115713486493153,0.25959495944374433,510,89.38602647922443,54.40205585963551,foc,e/h,foc,y/h,"1880.70, 368.90","2208.45, 330.22",71.45560139263486,11.454962937512223,0.0,0.0981446,0.0562+-0.0009,0.0000+-0.0000
0,5.48,4.39,0.61,0.26,509,89.0,54.0,foc,e/h,foc,y/h,"1880.70, 368.90","2208.45, 330.22",71.0,11.45492629381131,0.0,0.0981446,0.0591+-0.0090,0.0000+-0.0000
0,5.48,4.39,0.61,0.26,339,89.0,54.0,foc,e/h,foc,y/h,"331.56, 160.89","2208.45, 330.22",71.0,11.40368950104746,0.901855,1.0,0.0135+-0.0007,0.0210+-0.0002
0,5.48,4.39,0.61,0.26,169,89.0,54.0,foc,e/h,foc,y/h,"331.56, 160.89","2208.45, 330.22",71.0,11.35344166612138,0.0,0.0981446,0.0161+-0.0002,0.0200+-0.0002
0,5.48,4.39,0.61,0.26,509,89.0,54.0,foc,e/h,foc,y/h,"1880.70, 368.90","2208.45, 330.22",71.0,11.45492629381131,0.00358196,0.102241,0.0276+-0.0079,0.0000+-0.0000
0,5.48,4.39,0.61,0.26,339,89.0,54.0,foc,e/h,foc,y/h,"331.56, 160.89","2208.45, 330.22",71.0,11.40369547427935,0.901855,1.0,0.0143+-0.0006,0.0215+-0.0002
0,5.48,4.39,0.61,0.26,169,89.0,54.0,foc,e/h,foc,y/h,"331.56, 160.89","2208.45, 330.22",71.0,11.35344147887847,0.0,0.0981446,0.0178+-0.0002,0.0203+-0.0000
0,5.48,4.39,0.61,0.26,509,89.0,54.0,foc,e/h,foc,y/h,"1880.70, 368.90","2208.45, 330.22",71.0,11.45492629381131,0.0,0.0981446,0.0579+-0.0023,0.0000+-0.0000
0,5.48,4.39,0.61,0.26,339,89.0,54.0,foc,e/h,foc,y/h,"331.56, 160.89","2208.45, 330.22",71.0,11.40367761875841,0.901855,1.0,0.0168+-0.0009,0.0203+-0.0000
0,5.48,4.39,0.61,0.26,169,89.0,54.0,foc,e/h,foc,y/h,"331.56, 160.89","2208.45, 330.22",71.0,11.35341101178297,0.0,0.0981446,0.0158+-0.0016,0.0213+-0.0000
0,5.20702063611592,4.077877520722794,0.710566306518429,0.33693012550801144,565,38.16243303557817,39.10936171514216,distr,e/h,free,e/h,"2574.21, 202.37","3436.33, 223.66",93.00890531106171,11.700625842664415,0.571767,0.671683,0.0324+-0.0001,0.0423+-0.0043
0,5.21,4.08,0.71,0.34,564,38.0,39.0,distr,e/h,free,e/h,"2574.21, 202.37","3436.33, 223.66",93.0,11.70058614535376,0.622768,0.722621,0.0305+-0.0004,0.0264+-0.0059
3,5.21,4.08,0.71,0.34,376,38.0,39.0,distr,e/h,free,e/h,"476.17, 185.49","2951.08, 199.94",93.0,11.64393330763665,0.712618,0.81256,0.0061+-0.0007,0.0380+-0.0019
3,5.21,4.08,0.71,0.34,188,38.0,39.0,distr,e/h,free,e/h,"476.17, 185.49","2951.08, 199.94",93.0,11.58905420353164,0.573373,0.67334,0.0034+-0.0029,0.0371+-0.0027
0,5.21,4.08,0.71,0.34,564,38.0,39.0,distr,e/h,free,e/h,"2574.21, 202.37","3436.33, 223.66",93.0,11.70058614535376,0.617196,0.717044,0.0507+-0.0176,0.0341+-0.0027
3,5.21,4.08,0.71,0.34,376,22.0,39.0,distr,e/h,free,e/h,"593.41, 194.87","2983.08, 199.98",93.0,11.64391770124954,0.770904,0.870869,0.0029+-0.0010,0.0586+-0.0189
3,5.21,4.08,0.71,0.34,188,22.0,39.0,distr,e/h,free,e/h,"593.41, 194.87","2983.08, 199.98",93.0,11.58904547598636,0.0773271,0.177277,0.0026+-0.0010,0.0366+-0.0366
0,5.21,4.08,0.71,0.34,564,38.0,39.0,distr,e/h,free,e/h,"2574.21, 202.37","3436.33, 223.66",93.0,11.70058614535376,0.664135,0.763976,0.0262+-0.0005,0.0369+-0.0001
3,5.21,4.08,0.71,0.34,376,22.0,39.0,distr,e/h,free,e/h,"597.38, 193.24","2900.07, 199.85",93.0,11.64391232209493,0.795511,0.895417,0.0051+-0.0040,0.0514+-0.0039
3,5.21,4.08,0.71,0.34,188,22.0,39.0,distr,e/h,free,e/h,"486.05, 184.99","2900.07, 199.85",93.0,11.58902485503831,0.0,0.0981446,0.0071+-0.0039,0.0727+-0.0114
0,5.25630443693409,3.2332007861250918,0.6568100367613735,0.3770330992673506,415,57.517117765211154,95.88384548272214,free,e/h,foc,e/s,"3522.42, 761.63","2418.01, 668.18",50.91075799297268,12.322572707064328,0.901855,1.0,0.0632+-0.0000,0.1728+-0.0000
0,5.26,3.23,0.66,0.38,414,57.0,95.0,free,e/h,foc,e/s,"3522.42, 761.63","2418.01, 668.18",50.0,12.32254217059767,0.901855,1.0,0.0567+-0.0070,0.1728+-0.0000
1,5.26,3.23,0.66,0.38,276,57.0,95.0,free,e/h,foc,e/s,"595.02, 193.39","1708.70, 241.22",50.0,12.28037109189631,0.901085,0.999531,0.1109+-0.0022,0.1197+-0.0022
4,5.26,3.23,0.66,0.38,138,57.0,95.0,free,e/h,foc,e/s,"1242.55, 168.56","2851.42, 193.68",50.0,12.24008655685686,0.897759,0.996418,0.0158+-0.0038,
0,5.26,3.23,0.66,0.38,414,57.0,95.0,free,e/h,foc,e/s,"3522.42, 761.63","2418.01, 668.18",50.0,12.32254217059767,0.901855,1.0,0.0576+-0.0073,0.1749+-0.0021
1,5.26,3.23,0.66,0.38,276,57.0,95.0,free,e/h,foc,e/s,"605.41, 193.00","1802.86, 253.79",50.0,12.28037846950558,0.901855,1.0,0.1285+-0.0022,0.1219+-0.0000
4,5.26,3.23,0.66,0.38,138,57.0,95.0,free,e/h,foc,e/s,"1173.00, 171.24","2851.42, 193.68",50.0,12.24009331673317,0.901085,0.999531,0.0223+-0.0009,
0,5.26,3.23,0.66,0.38,414,57.0,95.0,free,e/h,foc,e/s,"3522.42, 761.63","2418.01, 668.18",50.0,12.32254217059767,0.901855,1.0,0.0775+-0.0006,0.1707+-0.0021
1,5.26,3.23,0.66,0.38,276,34.0,95.0,free,e/h,foc,e/s,"663.18, 191.04","1802.86, 253.79",50.0,12.28037506488188,0.901855,1.0,0.1306+-0.0000,0.1197+-0.0022
4,5.26,3.23,0.66,0.38,138,34.0,95.0,free,e/h,foc,e/s,"1161.81, 171.92","2851.42, 193.68",50.0,12.24008549818276,0.901855,1.0,0.0517+-0.0128,
0,7.048757729094438,2.1290064792524186,0.6370464869807293,0.2855790499030435,467,98.99663375947013,67.40761187670056,foc,y/s,distr,y/s,"3922.46, 260.71","1380.68, 415.80",82.5249439026834,11.650438035391666,0.766507,0.866371,0.0786+-0.0030,0.0456+-0.0023
0,7.05,2.13,0.64,0.29,466,98.0,67.0,foc,y/s,distr,y/s,"3922.46, 260.71","1380.68, 415.80",82.0,11.65040444530542,0.763922,0.863898,0.1057+-0.0139,0.0527+-0.0151
2,7.05,2.13,0.64,0.29,311,98.0,67.0,foc,y/s,distr,y/s,"548.34, 194.95","2048.26, 181.79",82.0,11.60340964347643,0.858885,0.958622,0.0335+-0.0031,0.0563+-0.0563
5,7.05,2.13,0.64,0.29,156,98.0,67.0,foc,y/s,distr,y/s,"2766.35, 194.56","2864.11, 197.40",82.0,11.55781883841609,,,,
5,7.05,2.13,0.64,0.29,1,98.0,67.0,foc,y/s,distr,y/s,"2766.35, 194.56","2864.11, 197.40",82.0,11.51361025852083,,,,
0,7.05,2.13,0.64,0.29,466,98.0,67.0,foc,y/s,distr,y/s,"3922.46, 260.71","1380.68, 415.80",82.0,11.65040444530542,0.82627,0.925892,0.1421+-0.0241,0.0404+-0.0253
2,7.05,2.13,0.64,0.29,311,98.0,67.0,foc,y/s,distr,y/s,"587.31, 193.74","2735.55, 197.24",82.0,11.60338771559242,0.858885,0.958622,0.0357+-0.0035,0.1025+-0.0109
5,7.05,2.13,0.64,0.29,156,98.0,67.0,foc,y/s,distr,y/s,"2824.23, 195.53","2895.54, 198.91",82.0,11.55780657307591,,,,
5,7.05,2.13,0.64,0.29,1,98.0,67.0,foc,y/s,distr,y/s,"2824.23, 195.53","2895.54, 198.91",82.0,11.51357499639602,,,,
0,7.05,2.13,0.64,0.29,466,98.0,67.0,foc,y/s,distr,y/s,"3922.46, 260.71","1380.68, 415.80",82.0,11.65040444530542,0.746704,0.846449,0.1188+-0.0007,0.0548+-0.0109
3,7.05,2.13,0.64,0.29,311,98.0,67.0,foc,y/s,distr,y/s,"398.58, 160.42","2814.54, 198.06",82.0,11.60339367055107,0.901855,1.0,0.0741+-0.0078,0.0996+-0.0060
5,7.05,2.13,0.64,0.29,156,98.0,67.0,foc,y/s,distr,y/s,"2804.38, 195.12","2814.54, 198.06",82.0,11.55781086305062,,,,
5,7.05,2.13,0.64,0.29,1,98.0,67.0,foc,y/s,distr,y/s,"2804.38, 195.12","2814.54, 198.06",82.0,11.51358669292798,,,,
0,5.9662500708616415,3.4427855700728944,0.7604346003567222,0.14223213175927102,694,74.34808175058977,63.71325920913152,free,y/s,distr,e/u,"2435.56, 591.61","1462.01, 536.68",79.1884363192502,12.009526667733574,0.800547,0.900525,0.0788+-0.0064,0.4802+-0.0320
0,5.97,3.44,0.76,0.14,693,74.0,63.0,free,y/s,distr,e/u,"2435.56, 591.61","1462.01, 536.68",79.0,12.00947780962323,0.848361,0.94803,0.0875+-0.0221,0.7010+-0.0162
4,5.97,3.44,0.76,0.14,462,74.0,63.0,free,y/s,distr,e/u,"2062.00, 179.59","2914.33, 199.42",79.0,11.94018692305359,0.901085,0.999531,0.2506+-0.1976,
5,5.97,3.44,0.76,0.14,231,74.0,63.0,free,y/s,distr,e/u,"2727.85, 194.08","2914.33, 199.42",79.0,11.87325701327001,,,,
0,5.97,3.44,0.76,0.14,693,74.0,63.0,free,y/s,distr,e/u,"2435.56, 591.61","1462.01, 536.68",79.0,12.00947780962323,0.822723,0.922673,0.1373+-0.0072,0.3412+-0.3412
5,5.97,3.44,0.76,0.14,462,74.0,63.0,free,y/s,distr,e/u,"2713.85, 193.87","2911.47, 195.60",79.0,11.94017075825491,,,,
5,5.97,3.44,0.76,0.14,231,74.0,63.0,free,y/s,distr,e/u,"2713.85, 193.87","2911.47, 195.60",79.0,11.87323843573986,,,,
0,5.97,3.44,0.76,0.14,693,74.0,63.0,free,y/s,distr,e/u,"2435.56, 591.61","1462.01, 536.68",79.0,12.00947780962323,0.79079,0.890537,0.1053+-0.0234,0.6724+-0.0481
5,5.97,3.44,0.76,0.14,462,74.0,63.0,free,y/s,distr,e/u,"2594.32, 190.47","2839.13, 209.03",79.0,11.9401998852705,,,,
5,5.97,3.44,0.76,0.14,231,74.0,63.0,free,y/s,distr,e/u,"2594.32, 190.47","2839.13, 209.03",79.0,11.87326740404891,,,,
0,6.085320060030865,2.931816944949664,0.6881047905817951,0.1958712697253896,662,72.34518423511679,35.6901246443793,distr,e/s,distr,e/s,"3648.55, 292.68","2405.18, 406.77",34.04278774077409,12.202434953914745,0.0257282,0.125623,0.2743+-0.0153,0.0978+-0.0540
0,6.09,2.93,0.69,0.2,661,72.0,35.0,distr,e/s,distr,e/s,"3648.55, 292.68","2405.18, 406.77",34.0,12.2023860958044,0.0297222,0.129219,0.4398+-0.0921,0.1051+-0.0417
0,6.09,2.93,0.69,0.2,441,72.0,35.0,distr,e/s,distr,e/s,"300.94, 149.28","2405.18, 406.77",34.0,12.13609494234093,0.0214639,0.12135,0.0694+-0.0112,0.2652+-0.0516
0,6.09,2.93,0.69,0.2,221,72.0,35.0,distr,e/s,distr,e/s,"300.46, 150.23","2405.18, 406.77",34.0,12.07260990302821,0.0,0.0981446,0.0361+-0.0361,0.2384+-0.0807
0,6.09,2.93,0.69,0.2,1,72.0,35.0,distr,e/s,distr,e/s,"364.86, 182.43","2405.18, 406.77",34.0,12.0112504396511,0.0,0.0981446,0.0000+-0.0000,0.3197+-0.0191
0,6.09,2.93,0.69,0.2,661,72.0,35.0,distr,e/s,distr,e/s,"3648.55, 292.68","2405.18, 406.77",34.0,12.2023860958044,0.0586202,0.158269,0.2791+-0.0391,0.0565+-0.0565
0,6.09,2.93,0.69,0.2,441,72.0,35.0,distr,e/s,distr,e/s,"302.14, 146.98","2405.18, 406.77",34.0,12.13607726640801,0.0337242,0.133311,0.0513+-0.0513,0.2965+-0.0122
0,6.09,2.93,0.69,0.2,221,72.0,35.0,distr,e/s,distr,e/s,"300.48, 150.21","2405.18, 406.77",34.0,12.072589160893,0.0,0.0981446,0.0314+-0.0314,0.2449+-0.0241
0,6.09,2.93,0.69,0.2,1,72.0,35.0,distr,e/s,distr,e/s,"300.46, 150.23","2405.18, 406.77",34.0,12.01123413833087,0.0,0.0981446,0.1091+-0.1041,0.1535+-0.1535
0,6.09,2.93,0.69,0.2,661,72.0,35.0,distr,e/s,distr,e/s,"3648.55, 292.68","2405.18, 406.77",34.0,12.2023860958044,0.0413775,0.141115,0.5293+-0.0172,0.0148+-0.0148
0,6.09,2.93,0.69,0.2,441,72.0,35.0,distr,e/s,distr,e/s,"312.10, 155.04","2405.18, 406.77",34.0,12.13610083445601,0.0375033,0.136915,0.0000+-0.0000,0.2578+-0.0476
0,6.09,2.93,0.69,0.2,221,72.0,35.0,distr,e/s,distr,e/s,"311.69, 155.84","2405.18, 406.77",34.0,12.07260295061578,0.0,0.0981446,0.0497+-0.0497,0.1865+-0.0272
0,6.09,2.93,0.69,0.2,1,72.0,35.0,distr,e/s,distr,e/s,"311.69, 155.84","2405.18, 406.77",34.0,12.01124282667573,0.0,0.0981446,0.1239+-0.0154,0.2609+-0.0452
0,5.863122627219202,3.3152157066403785,0.6071944865195557,0.15695379311314075,436,54.92866520528676,38.55332702249576,distr,y/u,distr,e/h,"3599.64, 770.47","4445.72, 743.68",72.61275786342547,12.105486532263864,0.0,0.0981446,0.8512+-0.0268,0.0002+-0.0002
0,5.86,3.32,0.61,0.16,435,54.0,38.0,distr,y/u,distr,e/h,"3599.64, 770.47","4445.72, 743.68",72.0,12.1054559957972,0.0,0.0981446,0.7922+-0.0165,0.0079+-0.0076
0,5.86,3.32,0.61,0.16,290,54.0,38.0,distr,y/u,distr,e/h,"1671.40, 165.13","4445.72, 743.68",72.0,12.06146909054273,0.0,0.0981446,0.6704+-0.2473,0.0000+-0.0000
1,5.86,3.32,0.61,0.16,145,54.0,38.0,distr,y/u,distr,e/h,"527.93, 195.84","3419.80, 756.67",72.0,12.01883034477036,0.0,0.0981446,0.0248+-0.0022,0.0231+-0.0012
0,5.86,3.32,0.61,0.16,435,54.0,38.0,distr,y/u,distr,e/h,"3599.64, 770.47","4445.72, 743.68",72.0,12.1054559957972,0.0,0.0981446,0.7908+-0.0427,0.0017+-0.0017
1,5.86,3.32,0.61,0.16,290,54.0,38.0,distr,y/u,distr,e/h,"821.47, 185.73","4445.72, 743.68",72.0,12.06148301893449,0.0,0.0981446,0.0363+-0.0129,0.0207+-0.0013
1,5.86,3.32,0.61,0.16,145,54.0,38.0,distr,y/u,distr,e/h,"659.56, 191.21","3070.74, 533.09",72.0,12.01883738719133,0.0,0.0981446,0.3188+-0.3188,0.0244+-0.0244
0,5.86,3.32,0.61,0.16,435,54.0,38.0,distr,y/u,distr,e/h,"3599.64, 770.47","4445.72, 743.68",72.0,12.1054559957972,0.0,0.0981446,0.8455+-0.0048,0.0016+-0.0016
0,5.86,3.32,0.61,0.16,290,54.0,38.0,distr,y/u,distr,e/h,"1438.45, 168.03","4445.72, 743.68",72.0,12.0614735946356,0.0,0.0981446,0.6208+-0.3255,0.0000+-0.0000
1,5.86,3.32,0.61,0.16,145,54.0,23.0,distr,y/u,distr,e/h,"574.86, 194.62","4331.73, 745.12",72.0,12.01882806456427,0.0,0.0981446,0.0317+-0.0234,0.0000+-0.0000
0,7.417621811977005,2.808788351104565,0.7234641105191701,0.16439301301504794,695,78.74245869290735,76.22627426518824,distr,y/u,free,e/u,"2011.81, 315.73","2292.61, 482.03",42.22413520013987,11.450257363930586,0.0,0.0981446,0.9647+-0.0144,0.4000+-0.4000
0,7.42,2.81,0.72,0.16,694,78.0,76.0,distr,y/u,free,e/u,"2011.81, 315.73","2292.61, 482.03",42.0,11.45020850582024,0.0,0.0981446,0.6274+-0.2368,0.0000+-0.0000
0,7.42,2.81,0.72,0.16,463,78.0,76.0,distr,y/u,free,e/u,"314.95, 157.39","2292.61, 482.03",42.0,11.38091017022977,0.309646,0.409614,0.1325+-0.1078,0.8000+-0.0000
0,7.42,2.81,0.72,0.16,232,78.0,76.0,distr,y/u,free,e/u,"314.92, 157.46","2292.61, 482.03",42.0,11.31400421731904,0.0,0.0981446,0.4104+-0.1512,0.8000+-0.0000
0,7.42,2.81,0.72,0.16,1,78.0,76.0,distr,y/u,free,e/u,"314.92, 157.46","2292.61, 482.03",42.0,11.24994103599628,0.0,0.0981446,0.5828+-0.0672,0.8000+-0.0000
0,7.42,2.81,0.72,0.16,694,78.0,76.0,distr,y/u,free,e/u,"2011.81, 315.73","2292.61, 482.03",42.0,11.45020850582024,0.0,0.0981446,0.8641+-0.0721,0.0000+-0.0000
0,7.42,2.81,0.72,0.16,463,78.0,76.0,distr,y/u,free,e/u,"314.92, 157.45","2292.61, 482.03",42.0,11.38093955925399,0.264825,0.364825,0.2041+-0.2041,0.8000+-0.0000
0,7.42,2.81,0.72,0.16,232,78.0,76.0,distr,y/u,free,e/u,"314.92, 157.46","2292.61, 482.03",42.0,11.31400704834435,0.0,0.0981446,0.2495+-0.0097,0.8000+-0.0000
0,7.42,2.81,0.72,0.16,1,78.0,76.0,distr,y/u,free,e/u,"314.92, 157.46","2292.61, 482.03",42.0,11.24995631040774,0.0,0.0981446,0.2454+-0.2454,0.8000+-0.0000
0,7.42,2.81,0.72,0.16,694,78.0,76.0,distr,y/u,free,e/u,"2011.81, 315.73","2292.61, 482.03",42.0,11.45020850582024,0.0,0.0981446,0.8288+-0.0491,0.0000+-0.0000
0,7.42,2.81,0.72,0.16,463,78.0,76.0,distr,y/u,free,e/u,"315.15, 157.00","2292.61, 482.03",42.0,11.38091223586344,0.286628,0.386462,0.4121+-0.1911,0.8034+-0.0034
0,7.42,2.81,0.72,0.16,232,78.0,76.0,distr,y/u,free,e/u,"314.92, 157.46","2292.61, 482.03",42.0,11.31399812198846,0.0,0.0981446,0.3537+-0.3049,0.7964+-0.0036
0,7.42,2.81,0.72,0.16,1,78.0,76.0,distr,y/u,free,e/u,"314.92, 157.46","2292.61, 482.03",42.0,11.24992863025159,0.0,0.0981446,0.2878+-0.2156,0.8000+-0.0000
0,5.645189082213881,3.2442764430441295,0.7139631279254447,0.26643011465773503,299,86.89586976720126,80.74852015226823,foc,y/s,distr,y/h,"2244.03, 465.03","4200.11, 792.34",85.99610185111094,11.690930938143888,0.0,0.0981446,0.3078+-0.0756,0.0000+-0.0000
0,5.65,3.24,0.71,0.27,298,86.0,80.0,foc,y/s,distr,y/h,"2244.03, 465.03","4200.11, 792.34",85.0,11.69090956256553,0.000468738,0.0989152,0.2498+-0.0697,0.0000+-0.0000
0,5.65,3.24,0.71,0.27,199,86.0,80.0,foc,y/s,distr,y/h,"377.77, 164.14","4200.11, 792.34",85.0,11.66089196062541,0.000468738,0.0989152,0.0191+-0.0191,0.0140+-0.0056
0,5.65,3.24,0.71,0.27,100,86.0,80.0,foc,y/s,distr,y/h,"377.77, 164.14","4200.11, 792.34",85.0,11.63121768672774,0.0,0.0981446,0.0279+-0.0279,0.0293+-0.0033
0,5.65,3.24,0.71,0.27,1,86.0,80.0,foc,y/s,distr,y/h,"377.77, 164.14","4200.11, 792.34",85.0,11.60188574212906,0.0,0.0981446,0.0316+-0.0023,0.0248+-0.0014
0,5.65,3.24,0.71,0.27,298,86.0,80.0,foc,y/s,distr,y/h,"2244.03, 465.03","4200.11, 792.34",85.0,11.69090956256553,0.0,0.0981446,0.2808+-0.0286,0.0000+-0.0000
0,5.65,3.24,0.71,0.27,199,86.0,80.0,foc,y/s,distr,y/h,"377.77, 164.14","4200.11, 792.34",85.0,11.66090999130781,0.0,0.0981446,0.0222+-0.0222,0.0245+-0.0011
0,5.65,3.24,0.71,0.27,100,86.0,80.0,foc,y/s,distr,y/h,"377.77, 164.14","4200.11, 792.34",85.0,11.63124337536396,0.0,0.0981446,0.0514+-0.0514,0.0334+-0.0014
0,5.65,3.24,0.71,0.27,1,86.0,80.0,foc,y/s,distr,y/h,"377.77, 164.14","4200.11, 792.34",85.0,11.60190987817096,0.0,0.0981446,0.0000+-0.0000,0.0252+-0.0026
0,5.65,3.24,0.71,0.27,298,86.0,80.0,foc,y/s,distr,y/h,"2244.03, 465.03","4200.11, 792.34",85.0,11.69090956256553,0.0,0.0981446,0.2349+-0.0132,0.0000+-0.0000
0,5.65,3.24,0.71,0.27,199,86.0,80.0,foc,y/s,distr,y/h,"327.00, 161.77","4200.11, 792.34",85.0,11.66090221592022,0.0450759,0.144939,0.0816+-0.0010,0.0207+-0.0016
0,5.65,3.24,0.71,0.27,100,86.0,80.0,foc,y/s,distr,y/h,"327.00, 161.77","4200.11, 792.34",85.0,11.63123172043437,0.0,0.0981446,0.0532+-0.0010,0.0257+-0.0005
0,5.65,3.24,0.71,0.27,1,86.0,80.0,foc,y/s,distr,y/h,"327.00, 161.77","4200.11, 792.34",85.0,11.60189479906995,0.0,0.0981446,0.0000+-0.0000,0.0318+-0.0011
0,6.377196161025242,3.7126227811229553,0.5134356350629196,0.30309231652719704,310,99.80297858071482,36.07313565127294,distr,e/h,foc,y/h,"4347.14, 534.45","352.97, 220.62",72.11091908554755,12.002161675201037,0.0,0.0981446,0.0487+-0.0037,0.0000+-0.0000
0,6.38,3.71,0.51,0.3,309,99.0,36.0,distr,e/h,foc,y/h,"4347.14, 534.45","352.97, 220.62",72.0,12.00214029962268,0.00358196,0.102241,0.0345+-0.0071,0.0084+-0.0084
0,6.38,3.71,0.51,0.3,206,99.0,36.0,distr,e/h,foc,y/h,"354.50, 158.21","352.97, 220.62",72.0,11.97091230728163,0.0,0.0981446,0.0053+-0.0053,0.0433+-0.0012
0,6.38,3.71,0.51,0.3,103,99.0,36.0,distr,e/h,foc,y/h,"264.10, 117.87","352.97, 220.62",72.0,11.9400534892826,0.0,0.0981446,0.0157+-0.0030,0.0452+-0.0036
0,6.38,3.71,0.51,0.3,309,99.0,36.0,distr,e/h,foc,y/h,"4347.14, 534.45","352.97, 220.62",72.0,12.00214029962268,0.000468738,0.0989152,0.0522+-0.0209,0.0092+-0.0092
1,6.38,3.71,0.51,0.3,206,59.0,21.0,distr,e/h,foc,y/h,"606.85, 192.98","766.89, 212.47",72.0,11.97090903527984,0.0,0.0981446,0.0144+-0.0000,0.0622+-0.0007
3,6.38,3.71,0.51,0.3,103,59.0,36.0,distr,e/h,foc,y/h,"508.06, 199.47","2924.19, 198.26",72.0,11.94005140512565,0.0651433,0.16499,0.0105+-0.0068,0.0383+-0.0383
