PROGRESS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_FTG,HUM_2_FW,HUM_2_FTG,HUM_1_POS,HUM_2_POS,ROB_1_VEL,ROB_1_CHG,PRSCS_LOWER_BOUND,PRSCS_UPPER_BOUND,FTG_HUM_1,FTG_HUM_2
5,6.87,3.35,0.59,0.3,1,59.0,59.0,foc,e/s,free,e/h,"2711.96, 188.14","2876.20, 198.24",76.0,12.15095425308425,,,,
0,6.87,3.35,0.59,0.3,508,59.0,59.0,foc,e/s,free,e/h,"4332.25, 220.93","1623.48, 284.73",76.0,12.30002910617202,0.901085,0.999531,0.3787+-0.0203,0.0129+-0.0014
3,6.87,3.35,0.59,0.3,339,59.0,59.0,foc,e/s,free,e/h,"428.01, 174.36","2876.20, 198.24",76.0,12.24877979082862,0.901855,1.0,0.1563+-0.0000,0.4997+-0.1943
5,6.87,3.35,0.59,0.3,170,59.0,59.0,foc,e/s,free,e/h,"2700.97, 187.68","2876.20, 198.24",76.0,12.19910431952989,,,,
5,6.87,3.35,0.59,0.3,1,59.0,59.0,foc,e/s,free,e/h,"2700.97, 187.68","2876.20, 198.24",76.0,12.15095341785219,,,,
0,7.292803328404609,3.026528008582486,0.7540003480329334,0.36337340758106507,489,64.80094066149553,74.82017189302667,free,y/s,distr,y/s,"210.64, 762.82","1730.07, 368.56",52.364592146737934,12.266601824707562,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.29,3.03,0.75,0.36,488,64.0,74.0,free,y/s,distr,y/s,"210.64, 762.82","1730.07, 368.56",52.0,12.26656823462131,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.29,3.03,0.75,0.36,325,64.0,74.0,free,y/s,distr,y/s,"210.64, 762.82","1730.07, 368.56",52.0,12.21715197674138,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.29,3.03,0.75,0.36,162,64.0,74.0,free,y/s,distr,y/s,"210.64, 762.82","1730.07, 368.56",52.0,12.16924430245265,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.29,3.03,0.75,0.36,488,64.0,74.0,free,y/s,distr,y/s,"210.64, 762.82","1730.07, 368.56",52.0,12.26656823462131,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.29,3.03,0.75,0.36,325,64.0,74.0,free,y/s,distr,y/s,"210.64, 762.82","1730.07, 368.56",52.0,12.21712945373048,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.29,3.03,0.75,0.36,162,64.0,74.0,free,y/s,distr,y/s,"210.64, 762.82","1730.07, 368.56",52.0,12.1692165827083,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.29,3.03,0.75,0.36,488,64.0,74.0,free,y/s,distr,y/s,"210.64, 762.82","1730.07, 368.56",52.0,12.26656823462131,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.29,3.03,0.75,0.36,325,64.0,74.0,free,y/s,distr,y/s,"210.64, 762.82","1730.07, 368.56",52.0,12.2171469072774,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.29,3.03,0.75,0.36,162,64.0,74.0,free,y/s,distr,y/s,"210.64, 762.82","1730.07, 368.56",52.0,12.16923360801285,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,7.272723222611853,3.9176449677849043,0.5117350011681424,0.36385229810983344,503,75.77817528567701,93.4893341296667,free,e/s,foc,y/u,"3400.55, 234.86","1633.80, 357.55",52.182109312609775,12.35848080936245,0.901855,1.0,0.3603+-0.0064,0.6365+-0.0045
0,7.27,3.92,0.51,0.36,502,75.0,93.0,free,e/s,foc,y/u,"3400.55, 234.86","1633.80, 357.55",52.0,12.35844416566153,0.901855,1.0,0.3626+-0.0016,0.6411+-0.0000
3,7.27,3.92,0.51,0.36,335,45.0,93.0,free,e/s,foc,y/u,"487.53, 171.67","2889.94, 193.49",52.0,12.3078134737641,0.901855,1.0,0.1955+-0.0020,0.6951+-0.0001
5,7.27,3.92,0.51,0.36,168,45.0,93.0,free,e/s,foc,y/u,"2762.19, 194.35","2889.94, 193.49",52.0,12.25874084715698,,,,
5,7.27,3.92,0.51,0.36,1,45.0,93.0,free,e/s,foc,y/u,"2762.19, 194.35","2889.94, 193.49",52.0,12.21115737422056,,,,
0,7.27,3.92,0.51,0.36,502,75.0,93.0,free,e/s,foc,y/u,"3400.55, 234.86","1633.80, 357.55",52.0,12.35844416566153,0.901855,1.0,0.3569+-0.0016,0.6411+-0.0000
3,7.27,3.92,0.51,0.36,335,45.0,93.0,free,e/s,foc,y/u,"458.12, 171.75","2889.94, 193.49",52.0,12.30781725469097,0.901855,1.0,0.1955+-0.0020,0.6950+-0.0000
5,7.27,3.92,0.51,0.36,168,45.0,93.0,free,e/s,foc,y/u,"2822.18, 195.74","2889.94, 193.49",52.0,12.25873561442739,,,,
5,7.27,3.92,0.51,0.36,1,45.0,93.0,free,e/s,foc,y/u,"2822.18, 195.74","2889.94, 193.49",52.0,12.21114747073869,,,,
0,7.27,3.92,0.51,0.36,502,75.0,93.0,free,e/s,foc,y/u,"3400.55, 234.86","1633.80, 357.55",52.0,12.35844416566153,0.901855,1.0,0.3574+-0.0036,0.6411+-0.0000
3,7.27,3.92,0.51,0.36,335,45.0,93.0,free,e/s,foc,y/u,"458.12, 171.75","2889.94, 193.49",52.0,12.30780562905502,0.901855,1.0,0.1955+-0.0020,0.6951+-0.0001
5,7.27,3.92,0.51,0.36,168,45.0,93.0,free,e/s,foc,y/u,"2747.17, 193.79","2889.94, 193.49",52.0,12.25871126363388,,,,
5,7.27,3.92,0.51,0.36,1,45.0,93.0,free,e/s,foc,y/u,"2747.17, 193.79","2889.94, 193.49",52.0,12.2111270638175,,,,
0,6.129348089422985,4.355730925599025,0.7443910888144147,0.24338735209405668,499,36.996263523185085,56.15475679746347,foc,e/s,foc,e/s,"4261.88, 758.20","3785.30, 270.22",89.09979692621695,11.169305417134302,0.0,0.0981446,0.6152+-0.0000,0.0000+-0.0000
0,6.13,4.36,0.74,0.24,498,36.0,56.0,foc,e/s,foc,e/s,"4261.88, 758.20","3785.30, 270.22",89.0,11.16926877343339,0.0,0.0981446,0.6181+-0.0010,0.0000+-0.0000
0,6.13,4.36,0.74,0.24,332,36.0,56.0,foc,e/s,foc,e/s,"402.89, 183.86","3785.30, 270.22",89.0,11.11924963674691,0.0,0.0981446,0.0000+-0.0000,0.6373+-0.0000
1,6.13,4.36,0.74,0.24,166,36.0,56.0,foc,e/s,foc,e/s,"402.89, 183.86","3785.30, 270.22",89.0,11.09418635093948,0.0,0.0981446,0.7106+-0.0000,0.0000+-0.0000
0,6.13,4.36,0.74,0.24,498,36.0,56.0,foc,e/s,foc,e/s,"4261.88, 758.20","3785.30, 270.22",89.0,11.16926877343339,0.0,0.0981446,0.6171+-0.0000,0.0000+-0.0000
0,6.13,4.36,0.74,0.24,332,36.0,56.0,foc,e/s,foc,e/s,"402.89, 183.86","3785.30, 270.22",89.0,11.11923249353873,0.0,0.0981446,0.0000+-0.0000,0.6373+-0.0018
0,6.13,4.36,0.74,0.24,166,36.0,56.0,foc,e/s,foc,e/s,"402.89, 183.86","3785.30, 270.22",89.0,11.0932440743754,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.13,4.36,0.74,0.24,498,36.0,56.0,foc,e/s,foc,e/s,"4261.88, 758.20","3785.30, 270.22",89.0,11.16926877343339,0.0,0.0981446,0.6161+-0.0010,0.0000+-0.0000
0,6.13,4.36,0.74,0.24,332,36.0,56.0,foc,e/s,foc,e/s,"402.89, 183.86","3785.30, 270.22",89.0,11.11924741215017,0.0,0.0981446,0.0000+-0.0000,0.6363+-0.0009
0,6.13,4.36,0.74,0.24,166,36.0,56.0,foc,e/s,foc,e/s,"402.89, 183.86","3785.30, 270.22",89.0,11.09413491532734,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,5.892338787623305,3.1969273534286424,0.50325783477237,0.1818129059722126,600,65.9806629396626,68.73918330876685,foc,y/h,distr,e/s,"3059.04, 338.15","2547.95, 572.69",70.65316336350578,11.177581220757752,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,5.89,3.2,0.5,0.18,599,65.0,68.0,foc,y/h,distr,e/s,"3059.04, 338.15","2547.95, 572.69",70.0,11.17753846984228,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,5.89,3.2,0.5,0.18,399,65.0,68.0,foc,y/h,distr,e/s,"3059.04, 338.15","2547.95, 572.69",70.0,11.11727229300607,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,5.89,3.2,0.5,0.18,199,65.0,68.0,foc,y/h,distr,e/s,"3059.04, 338.15","2547.95, 572.69",70.0,11.11418244909675,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,5.89,3.2,0.5,0.18,599,65.0,68.0,foc,y/h,distr,e/s,"3059.04, 338.15","2547.95, 572.69",70.0,11.17753846984228,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,5.89,3.2,0.5,0.18,399,65.0,68.0,foc,y/h,distr,e/s,"3059.04, 338.15","2547.95, 572.69",70.0,11.11726185639861,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,5.89,3.2,0.5,0.18,199,65.0,68.0,foc,y/h,distr,e/s,"3059.04, 338.15","2547.95, 572.69",70.0,11.11415792180328,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,5.89,3.2,0.5,0.18,599,65.0,68.0,foc,y/h,distr,e/s,"3059.04, 338.15","2547.95, 572.69",70.0,11.17753846984228,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,5.89,3.2,0.5,0.18,399,65.0,68.0,foc,y/h,distr,e/s,"3059.04, 338.15","2547.95, 572.69",70.0,11.11726488682826,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,5.89,3.2,0.5,0.18,199,65.0,68.0,foc,y/h,distr,e/s,"3059.04, 338.15","2547.95, 572.69",70.0,11.11414929063281,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,5.943471505201799,4.093672556445122,0.5509605532656693,0.3385083947221641,617,95.1874872379313,73.18213043251305,free,y/s,distr,y/u,"1225.98, 208.77","1403.17, 341.99",44.61729112413093,11.445361077412137,0.459921,0.559832,0.0728+-0.0728,0.4582+-0.1033
0,5.94,4.09,0.55,0.34,616,95.0,73.0,free,y/s,distr,y/u,"1225.98, 208.77","1403.17, 341.99",44.0,11.44531527289677,0.431441,0.53143,0.1972+-0.0263,0.5523+-0.0519
3,5.94,4.09,0.55,0.34,411,95.0,73.0,free,y/s,distr,y/u,"381.64, 155.02","2906.42, 194.69",44.0,11.38323759420896,0.512699,0.612614,0.0805+-0.0276,0.1685+-0.0191
4,5.94,4.09,0.55,0.34,206,95.0,73.0,free,y/s,distr,y/u,"2865.39, 191.72","2906.42, 194.69",44.0,11.32374511850735,0.901855,1.0,0.0809+-0.0001,
4,5.94,4.09,0.55,0.34,1,95.0,73.0,free,y/s,distr,y/u,"2865.39, 191.72","2906.42, 194.69",44.0,11.2661874780466,0.0,0.0981446,0.0985+-0.0109,
0,5.94,4.09,0.55,0.34,616,95.0,73.0,free,y/s,distr,y/u,"1225.98, 208.77","1403.17, 341.99",44.0,11.44531527289677,0.478517,0.578414,0.1000+-0.1000,0.5818+-0.0313
3,5.94,4.09,0.55,0.34,411,95.0,73.0,free,y/s,distr,y/u,"416.85, 169.32","2906.42, 194.69",44.0,11.38320989513839,0.510161,0.610138,0.1250+-0.0057,0.1869+-0.0131
4,5.94,4.09,0.55,0.34,206,95.0,73.0,free,y/s,distr,y/u,"2903.19, 193.58","2906.42, 194.69",44.0,11.32373247757174,0.901855,1.0,0.1005+-0.0332,
4,5.94,4.09,0.55,0.34,1,95.0,73.0,free,y/s,distr,y/u,"2903.19, 193.58","2906.42, 194.69",44.0,11.26618794411615,0.0,0.0981446,0.0962+-0.0112,
0,5.94,4.09,0.55,0.34,616,95.0,73.0,free,y/s,distr,y/u,"1225.98, 208.77","1403.17, 341.99",44.0,11.44531527289677,0.450035,0.549965,0.0927+-0.0927,0.6663+-0.0542
1,5.94,4.09,0.55,0.34,411,95.0,73.0,free,y/s,distr,y/u,"378.77, 163.12","1329.85, 255.25",44.0,11.38324364777576,0.4065,0.506436,0.3592+-0.1188,0.1887+-0.1887
1,5.94,4.09,0.55,0.34,206,95.0,73.0,free,y/s,distr,y/u,"378.77, 163.12","1329.85, 255.25",44.0,11.32375454149653,0.0257282,0.125623,0.4366+-0.0281,0.0217+-0.0217
1,5.94,4.09,0.55,0.34,1,95.0,73.0,free,y/s,distr,y/u,"378.77, 163.12","1329.85, 255.25",44.0,11.26621842832463,0.0,0.0981446,0.2634+-0.2146,0.0503+-0.0503
0,5.904024782495027,3.1479030804821098,0.6546399452746272,0.2265863974990207,406,96.45239348237396,30.54255505655486,free,y/s,free,e/u,"4435.40, 584.89","110.12, 754.44",95.38520696744139,12.363264577154267,0.0,0.0981446,0.1003+-0.0016,0.4972+-0.4972
0,5.9,3.15,0.65,0.23,405,96.0,30.0,free,y/s,free,e/u,"4435.40, 584.89","110.12, 754.44",95.0,12.36323709431212,0.0,0.0981446,0.1445+-0.0346,0.9946+-0.0002
1,5.9,3.15,0.65,0.23,270,96.0,18.0,free,y/s,free,e/u,"615.86, 192.81","1142.11, 759.64",95.0,12.32227141858462,0.0,0.0981446,0.8261+-0.0061,0.9990+-0.0000
1,5.9,3.15,0.65,0.23,135,96.0,30.0,free,y/s,free,e/u,"615.86, 192.81","1371.80, 217.54",95.0,12.28255261808971,0.0,0.0981446,0.4288+-0.0000,0.8818+-0.0000
0,5.9,3.15,0.65,0.23,405,96.0,30.0,free,y/s,free,e/u,"4435.40, 584.89","110.12, 754.44",95.0,12.36323709431212,0.0,0.0981446,0.0621+-0.0112,0.9495+-0.0453
1,5.9,3.15,0.65,0.23,270,96.0,18.0,free,y/s,free,e/u,"537.90, 195.31","1172.11, 759.79",95.0,12.32227979181596,0.0,0.0981446,0.8262+-0.0000,0.9990+-0.0000
1,5.9,3.15,0.65,0.23,135,96.0,30.0,free,y/s,free,e/u,"537.90, 195.31","1371.80, 217.54",95.0,12.28256138568196,0.0,0.0981446,0.4386+-0.0098,0.9997+-0.0000
0,5.9,3.15,0.65,0.23,405,96.0,30.0,free,y/s,free,e/u,"4435.40, 584.89","110.12, 754.44",95.0,12.36323709431212,0.0,0.0981446,0.0650+-0.0159,0.9493+-0.0451
1,5.9,3.15,0.65,0.23,270,96.0,18.0,free,y/s,free,e/u,"519.91, 196.00","1142.11, 759.64",95.0,12.32228789452951,0.0,0.0981446,0.8345+-0.0144,0.9990+-0.0000
1,5.9,3.15,0.65,0.23,135,96.0,30.0,free,y/s,free,e/u,"519.91, 196.00","1371.80, 217.54",95.0,12.28256612823625,0.0,0.0981446,0.4288+-0.0000,0.8817+-0.0041
0,6.7000045509099895,3.124997995947019,0.7339788995219638,0.2976550407075515,404,39.78713542778019,40.33757966931285,free,y/h,foc,y/h,"2016.60, 417.93","1559.79, 221.11",80.69614810784243,12.282120188077364,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.7,3.12,0.73,0.3,403,39.0,40.0,free,y/h,foc,y/h,"2016.60, 417.93","1559.79, 221.11",80.0,12.28209270523522,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.7,3.12,0.73,0.3,269,39.0,40.0,free,y/h,foc,y/h,"2016.60, 417.93","1559.79, 221.11",80.0,12.24112930874277,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.7,3.12,0.73,0.3,135,39.0,40.0,free,y/h,foc,y/h,"2016.60, 417.93","1559.79, 221.11",80.0,12.20201621283369,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.7,3.12,0.73,0.3,1,39.0,40.0,free,y/h,foc,y/h,"2016.60, 417.93","1559.79, 221.11",80.0,12.16288860130433,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.7,3.12,0.73,0.3,403,39.0,40.0,free,y/h,foc,y/h,"2016.60, 417.93","1559.79, 221.11",80.0,12.28209270523522,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.7,3.12,0.73,0.3,269,39.0,40.0,free,y/h,foc,y/h,"2016.60, 417.93","1559.79, 221.11",80.0,12.24113523117667,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.7,3.12,0.73,0.3,135,39.0,40.0,free,y/h,foc,y/h,"2016.60, 417.93","1559.79, 221.11",80.0,12.20201328933075,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.7,3.12,0.73,0.3,1,39.0,40.0,free,y/h,foc,y/h,"2016.60, 417.93","1559.79, 221.11",80.0,12.16288081716243,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.7,3.12,0.73,0.3,403,39.0,40.0,free,y/h,foc,y/h,"2016.60, 417.93","1559.79, 221.11",80.0,12.28209270523522,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.7,3.12,0.73,0.3,269,39.0,40.0,free,y/h,foc,y/h,"2016.60, 417.93","1559.79, 221.11",80.0,12.24112668412321,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.7,3.12,0.73,0.3,135,39.0,40.0,free,y/h,foc,y/h,"2016.60, 417.93","1559.79, 221.11",80.0,12.20202205982604,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.7,3.12,0.73,0.3,1,39.0,40.0,free,y/h,foc,y/h,"2016.60, 417.93","1559.79, 221.11",80.0,12.16288898466025,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.390427214811361,3.21054956226284,0.6113991730323431,0.2677713097979337,364,90.13604545956483,78.78876293541958,distr,e/u,distr,y/h,"1975.07, 415.23","4004.57, 246.63",75.74198069096495,11.746279512455818,0.0,0.0981446,0.9104+-0.0388,0.0000+-0.0000
0,6.39,3.21,0.61,0.27,363,90.0,78.0,distr,e/u,distr,y/h,"1975.07, 415.23","4004.57, 246.63",75.0,11.7462550832431,0.0,0.0981446,0.9613+-0.0000,0.0163+-0.0163
0,6.39,3.21,0.61,0.27,242,90.0,78.0,distr,e/u,distr,y/h,"246.95, 120.77","4004.57, 246.63",75.0,11.70956329371707,0.0,0.0981446,0.5850+-0.1179,0.0149+-0.0051
0,6.39,3.21,0.61,0.27,121,90.0,78.0,distr,e/u,distr,y/h,"245.91, 122.83","4004.57, 246.63",75.0,11.67338544089789,0.0,0.0981446,0.6200+-0.0671,0.0226+-0.0011
0,6.39,3.21,0.61,0.27,363,90.0,78.0,distr,e/u,distr,y/h,"1975.07, 415.23","4004.57, 246.63",75.0,11.7462550832431,0.000468738,0.0989152,0.4776+-0.4776,0.0000+-0.0000
0,6.39,3.21,0.61,0.27,242,90.0,78.0,distr,e/u,distr,y/h,"246.95, 120.77","4004.57, 246.63",75.0,11.70956402963722,0.0,0.0981446,0.3393+-0.0691,0.0308+-0.0021
0,6.39,3.21,0.61,0.27,121,90.0,78.0,distr,e/u,distr,y/h,"245.91, 122.83","4004.57, 246.63",75.0,11.67337227835706,0.0,0.0981446,0.2336+-0.2336,0.0246+-0.0001
0,6.39,3.21,0.61,0.27,363,90.0,78.0,distr,e/u,distr,y/h,"1975.07, 415.23","4004.57, 246.63",75.0,11.7462550832431,0.0,0.0981446,0.9007+-0.0904,0.0000+-0.0000
0,6.39,3.21,0.61,0.27,242,90.0,78.0,distr,e/u,distr,y/h,"326.88, 162.15","4004.57, 246.63",75.0,11.70955369599437,0.000468738,0.0989152,0.3848+-0.3504,0.0282+-0.0037
0,6.39,3.21,0.61,0.27,121,90.0,78.0,distr,e/u,distr,y/h,"245.91, 122.83","4004.57, 246.63",75.0,11.67336018685936,0.0,0.0981446,0.4084+-0.0000,0.0323+-0.0013
0,6.120005538366817,4.047460214564836,0.6726328575183048,0.23183412589252375,467,47.61777404719159,47.50763006228307,distr,y/s,distr,e/u,"2679.60, 262.09","3458.65, 749.55",51.501769052696744,11.226054329022245,0.0551815,0.154589,0.1060+-0.0111,0.5595+-0.3222
0,6.12,4.05,0.67,0.23,466,47.0,47.0,distr,y/s,distr,e/u,"2679.60, 262.09","3458.65, 749.55",51.0,11.226020738936,0.0337242,0.133311,0.0967+-0.0040,0.6910+-0.0935
1,6.12,4.05,0.67,0.23,311,47.0,47.0,distr,y/s,distr,e/u,"693.80, 191.03","3411.67, 750.93",51.0,11.17900698670495,0.0,0.0981446,0.8333+-0.0159,0.0000+-0.0000
2,6.12,4.05,0.67,0.23,156,47.0,47.0,distr,y/s,distr,e/u,"693.80, 191.03","1726.65, 194.84",51.0,11.13342642303563,0.0,0.0981446,0.5836+-0.1090,0.0122+-0.0055
3,6.12,4.05,0.67,0.23,1,47.0,47.0,distr,y/s,distr,e/u,"693.80, 191.03","2901.64, 199.60",51.0,11.08921243861448,0.0,0.0981446,0.0260+-0.0006,0.1160+-0.1160
0,6.12,4.05,0.67,0.23,466,47.0,47.0,distr,y/s,distr,e/u,"2679.60, 262.09","3458.65, 749.55",51.0,11.226020738936,0.0169465,0.116203,0.0524+-0.0055,0.8617+-0.0298
1,6.12,4.05,0.67,0.23,311,47.0,47.0,distr,y/s,distr,e/u,"693.95, 190.17","3411.67, 750.93",51.0,11.17901294162629,0.0,0.0981446,0.7344+-0.1512,0.7484+-0.0116
2,6.12,4.05,0.67,0.23,156,47.0,47.0,distr,y/s,distr,e/u,"693.95, 190.17","1587.60, 194.37",51.0,11.13343222882687,0.0,0.0981446,0.5554+-0.1526,0.0891+-0.0175
3,6.12,4.05,0.67,0.23,1,47.0,47.0,distr,y/s,distr,e/u,"462.51, 182.17","2874.59, 199.50",51.0,11.10224884630282,0.0,0.0981446,0.0626+-0.0475,0.1141+-0.0404
0,6.12,4.05,0.67,0.23,466,47.0,47.0,distr,y/s,distr,e/u,"2679.60, 262.09","3458.65, 749.55",51.0,11.226020738936,0.0,0.0981446,0.0754+-0.0116,0.6816+-0.0710
1,6.12,4.05,0.67,0.23,311,47.0,47.0,distr,y/s,distr,e/u,"785.76, 188.18","2076.39, 195.50",51.0,11.17900698672462,0.123934,0.223566,0.4064+-0.0190,0.3497+-0.3497
3,6.12,4.05,0.67,0.23,156,47.0,28.0,distr,y/s,distr,e/u,"400.00, 200.00","2890.40, 199.96",51.0,11.13342642303041,0.000468738,0.0989152,0.0008+-0.0008,0.2185+-0.0097
3,6.12,4.05,0.67,0.23,1,47.0,28.0,distr,y/s,distr,e/u,"785.76, 188.18","2890.40, 199.96",51.0,11.1034918731079,0.0,0.0981446,0.0044+-0.0044,0.1405+-0.0082
0,5.405137315705918,3.389178644379479,0.6666167546312445,0.11364805294636242,275,32.609777595060955,30.430449335035828,free,e/s,foc,e/h,"1549.93, 226.38","3014.82, 769.25",60.33883814311935,11.269370987641606,0.0,0.0981446,0.2516+-0.0123,0.0534+-0.0157
0,5.41,3.39,0.67,0.11,274,32.0,30.0,free,e/s,foc,e/h,"1549.93, 226.38","3014.82, 769.25",60.0,11.26935266570253,0.0,0.0981446,0.1328+-0.0022,0.0555+-0.0050
1,5.41,3.39,0.67,0.11,183,32.0,30.0,free,e/s,foc,e/h,"836.12, 210.00","2641.97, 178.40",60.0,11.24179038349609,0.0,0.0981446,0.4516+-0.0042,0.1975+-0.0000
2,5.41,3.39,0.67,0.11,92,32.0,30.0,free,e/s,foc,e/h,"836.12, 210.00","2504.14, 199.66",60.0,11.21450667849814,0.0,0.0981446,0.0263+-0.0008,0.4392+-0.0053
4,5.41,3.39,0.67,0.11,1,32.0,30.0,free,e/s,foc,e/h,"1454.66, 186.29","2918.14, 199.94",60.0,11.18749850330223,0.0,0.0981446,0.3178+-0.0085,
0,5.41,3.39,0.67,0.11,274,32.0,30.0,free,e/s,foc,e/h,"1549.93, 226.38","3014.82, 769.25",60.0,11.26935266570253,0.0,0.0981446,0.2436+-0.0103,0.0628+-0.0053
1,5.41,3.39,0.67,0.11,183,32.0,30.0,free,e/s,foc,e/h,"817.12, 209.57","2641.97, 178.40",60.0,11.24178579408449,0.0,0.0981446,0.4404+-0.0042,0.1831+-0.0184
2,5.41,3.39,0.67,0.11,92,32.0,30.0,free,e/s,foc,e/h,"817.12, 209.57","2504.14, 199.66",60.0,11.21449778432394,0.0,0.0981446,0.0226+-0.0027,0.4290+-0.0101
4,5.41,3.39,0.67,0.11,1,32.0,30.0,free,e/s,foc,e/h,"1409.69, 186.85","2930.14, 199.95",60.0,11.18747999289311,0.0,0.0981446,0.3330+-0.0033,
0,5.41,3.39,0.67,0.11,274,32.0,30.0,free,e/s,foc,e/h,"1549.93, 226.38","3014.82, 769.25",60.0,11.26935266570253,0.0,0.0981446,0.2513+-0.0122,0.0516+-0.0045
1,5.41,3.39,0.67,0.11,183,32.0,30.0,free,e/s,foc,e/h,"830.12, 209.87","2671.96, 177.88",60.0,11.24178958011722,0.0,0.0981446,0.4408+-0.0014,0.2014+-0.0080
2,5.41,3.39,0.67,0.11,92,32.0,30.0,free,e/s,foc,e/h,"830.12, 209.87","2474.14, 199.64",60.0,11.21449771139323,0.0,0.0981446,0.0210+-0.0048,0.5129+-0.0734
4,5.41,3.39,0.67,0.11,1,32.0,30.0,free,e/s,foc,e/h,"1320.76, 191.06","2954.14, 199.97",60.0,11.18747801086659,0.0,0.0981446,0.3280+-0.0017,
0,6.4158319456038235,3.699055831194327,0.526792880239245,0.3787046166715302,584,83.09573535921497,32.91093708351955,free,e/s,free,e/h,"110.69, 488.87","519.32, 262.95",83.57813216682698,11.108962792273253,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.42,3.7,0.53,0.38,583,83.0,32.0,free,e/s,free,e/h,"110.69, 488.87","519.32, 262.95",83.0,11.10892004135778,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
1,6.42,3.7,0.53,0.38,389,83.0,32.0,free,e/s,free,e/h,"110.69, 488.87","519.32, 262.95",83.0,11.13677175802787,0.0,0.0981446,0.1557+-0.0084,0.1371+-0.0065
1,6.42,3.7,0.53,0.38,195,83.0,32.0,free,e/s,free,e/h,"110.69, 488.87","519.32, 262.95",83.0,11.19888414628315,0.901855,1.0,0.2732+-0.0069,0.1500+-0.0021
1,6.42,3.7,0.53,0.38,1,83.0,32.0,free,e/s,free,e/h,"110.69, 488.87","519.32, 262.95",83.0,11.26210042024149,0.0,0.0981446,0.2537+-0.0019,0.1647+-0.0000
0,6.42,3.7,0.53,0.38,583,83.0,32.0,free,e/s,free,e/h,"110.69, 488.87","519.32, 262.95",83.0,11.10892004135778,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
1,6.42,3.7,0.53,0.38,389,83.0,32.0,free,e/s,free,e/h,"110.69, 488.87","519.32, 262.95",83.0,11.13679603952268,0.0,0.0981446,0.1599+-0.0084,0.1478+-0.0128
1,6.42,3.7,0.53,0.38,195,83.0,32.0,free,e/s,free,e/h,"110.69, 488.87","519.32, 262.95",83.0,11.19888944936902,0.897759,0.996418,0.2715+-0.0020,0.1604+-0.0126
1,6.42,3.7,0.53,0.38,1,83.0,32.0,free,e/s,free,e/h,"110.69, 488.87","519.32, 262.95",83.0,11.26211590421086,0.0,0.0981446,0.2644+-0.0054,0.1689+-0.0000
0,6.42,3.7,0.53,0.38,583,83.0,32.0,free,e/s,free,e/h,"110.69, 488.87","519.32, 262.95",83.0,11.10892004135778,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
